table_name,field_name,language,translation,record_id
routes,route_long_name,el,  Makario Stadium - Kokkinotrimithia Industrial Area - Makario Stadium,100011
routes,route_long_name,el,Ισοκράτους - Σταθμός Μακαρίου Σταδίου - Πλατεία Σολωμού,110011
routes,route_long_name,el,Πλατεία Σολωμού - Σταθμός Μακαρίου Σταδίου - Ισοκράτους / Μακεδονίτισσα,110012
routes,route_long_name,el,Αλ. Παναγούλη - Σταθμός Μακαρίου Σταδίου - Πλατεία Σολωμού,120011
routes,route_long_name,el,Πλατεία Σολωμού - Σταθμός Μακαρίου Σταδίου - Αλ. Παναγούλη,120012
routes,route_long_name,el,Σταθμός Μακαρίου Σταδίου - Πλατεία Σολωμού,130011
routes,route_long_name,el,Πλατεία Σολωμού - Σταθμός Μακαρίου Σταδίου,130012
routes,route_long_name,el,Σταθμός Μακαρίου Σταδίου - Πλατεία Σολωμού,140011
routes,route_long_name,el,Πλατεία Σολωμού - Σταθμός Μακαρίου Σταδίου,140012
routes,route_long_name,el,Λακατάμια - Αρχάγγελος - Μακάριο Στάδιο  ,150011
routes,route_long_name,el,Μακάριο Στάδιο - Αρχάγγελος - Λακατάμια ,150012
routes,route_long_name,el,Σταθμός Μακαρίου - Nicosia Mall,160011
routes,route_long_name,el,Nicosia Mall - Σταθμός Μακαρίου Σταδίου,160012
routes,route_long_name,el,Ανθούπολη - Αρχάγγελος Μιχαήλ (κάτω από την γέφυρα) - Σταθμός Μακαρίου Σταδίου,170021
routes,route_long_name,el,Σταθμός Μακαρίου Σταδίου - Τεχνική Σχολή - Αρχάγγελος Μιχαήλ - Ανθούπολη,170022
routes,route_long_name,el,Στροβόλου - Προδρόμου - Πλατεία Σολωμού,190011
routes,route_long_name,el,Πλατεία Σολωμού - Προδρόμου - Στροβόλου,190012
routes,route_long_name,el,Σταθμός Στροβόλου - Π.Λακατάμια - Σταθμός Στροβόλου,220021
routes,route_long_name,el,Στροβόλου - Σαλαμίνος / Τσέρι - Στροβόλου,230031
routes,route_long_name,el,Ουρανού - Κωνσταντινουπόλεως - Στροβόλου,240011
routes,route_long_name,el,Στροβόλου - Κωνσταντινουπόλεως - Ουρανού,240012
routes,route_long_name,el,Στρόβολος - Σταθμός Γεν. Νοσοκομείου,250011
routes,route_long_name,el,Σταθμός Γεν. Νοσοκομείου - Στρόβολος,250012
routes,route_long_name,el,Σταθμός Στροβόλου - Γενικό Νοσοκομείο,250021
routes,route_long_name,el,Γενικό Νοσοκομείοl - Σταθμος Στροβόλου,250022
routes,route_long_name,el,Σταθμός Γεν. Νοσοκομείου - Πλατεία Σολωμού,260011
routes,route_long_name,el,Πλατεία Σολωμού  - Σταθμός Γεν. Νοσοκομείου,260012
routes,route_long_name,el,Στρόβολος - Σταθμός Γεν. Νοσοκομείου,270011
routes,route_long_name,el,Σταθμός Γεν. Νοσοκομείου - Σταθμός Στρόβολος,270012
routes,route_long_name,el,Τηλεπικοινωνιων - Τζων Κένεντυ - Πλατεία Σολωμού,280011
routes,route_long_name,el,Πλατεία Σολωμού - Τζων Κένεντυ - Τηλεπικοινωνιων,280012
routes,route_long_name,el,Πλατεία Σολωμού - Τηλεπικοινωνιων - Πλατεία Σολωμού,280021
